observation_date,port_id,port_name,port_category,total_cargo_mt,total_cargo_tonnes,container_traffic_teu,overseas_loaded_cargo_tonnes,overseas_unloaded_cargo_tonnes,vessel_traffic_count,output_per_ship_berth_day_tonnes,turnaround_time_hours,berth_utilization_percent,source,source_url,license_status,retrieval_timestamp,dataset_version
2022-06-01,india-paradip,Paradip Port,Major Port - East Coast,11.362,11362000,4324,3181360,8180640,177,31441.0,43.2,80.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-06-01T10:00:00Z,v1.0-india-mopsw
2022-06-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,6.486,6486000,52469,2075520,4410480,182,21609.0,53.0,74.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-06-01T10:00:00Z,v1.0-india-mopsw
2022-06-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,3.657,3657000,46912,804540,2852460,101,27301.0,41.2,70.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-06-01T10:00:00Z,v1.0-india-mopsw
2022-06-01,india-chennai,Chennai Port,Major Port - East Coast,4.241,4241000,130453,1611580,2629420,149,18504.0,49.0,68.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-06-01T10:00:00Z,v1.0-india-mopsw
2022-06-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.348,3348000,67034,1004400,2343600,120,16951.0,45.1,71.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-06-01T10:00:00Z,v1.0-india-mopsw
2022-06-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.306,5306000,55602,1379560,3926440,264,11673.0,74.4,77.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-06-01T10:00:00Z,v1.0-india-mopsw
2022-07-01,india-paradip,Paradip Port,Major Port - East Coast,11.512,11512000,4262,3223360,8288640,178,31588.0,42.9,80.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-07-01T10:00:00Z,v1.0-india-mopsw
2022-07-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,6.57,6570000,51746,2102400,4467600,183,21732.0,52.6,74.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-07-01T10:00:00Z,v1.0-india-mopsw
2022-07-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,3.711,3711000,46330,816420,2894580,101,27438.0,40.9,70.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-07-01T10:00:00Z,v1.0-india-mopsw
2022-07-01,india-chennai,Chennai Port,Major Port - East Coast,4.292,4292000,128462,1630960,2661040,149,18619.0,48.7,68.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-07-01T10:00:00Z,v1.0-india-mopsw
2022-07-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.391,3391000,66061,1017300,2373700,120,17063.0,44.8,71.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-07-01T10:00:00Z,v1.0-india-mopsw
2022-07-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.372,5372000,54754,1396720,3975280,264,11772.0,74.1,77.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-07-01T10:00:00Z,v1.0-india-mopsw
2022-08-01,india-paradip,Paradip Port,Major Port - East Coast,11.434,11434000,4195,3201520,8232480,178,31743.0,42.8,81.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-08-01T10:00:00Z,v1.0-india-mopsw
2022-08-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,6.523,6523000,50977,2087360,4435640,183,21863.0,52.5,75.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-08-01T10:00:00Z,v1.0-india-mopsw
2022-08-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,3.691,3691000,45706,812020,2878980,101,27583.0,40.8,71.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-08-01T10:00:00Z,v1.0-india-mopsw
2022-08-01,india-chennai,Chennai Port,Major Port - East Coast,4.258,4258000,126367,1618040,2639960,149,18743.0,48.6,69.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-08-01T10:00:00Z,v1.0-india-mopsw
2022-08-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.366,3366000,65032,1009800,2356200,120,17183.0,44.7,72.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-08-01T10:00:00Z,v1.0-india-mopsw
2022-08-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.331,5331000,53861,1386060,3944940,265,11879.0,73.9,78.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-08-01T10:00:00Z,v1.0-india-mopsw
2022-09-01,india-paradip,Paradip Port,Major Port - East Coast,12.106,12106000,4146,3389680,8716320,194,31895.0,42.8,80.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-09-01T10:00:00Z,v1.0-india-mopsw
2022-09-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,6.903,6903000,50411,2208960,4694040,199,21991.0,52.6,74.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-09-01T10:00:00Z,v1.0-india-mopsw
2022-09-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,3.913,3913000,45261,860860,3052140,110,27725.0,40.9,70.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-09-01T10:00:00Z,v1.0-india-mopsw
2022-09-01,india-chennai,Chennai Port,Major Port - East Coast,4.503,4503000,124782,1711140,2791860,162,18864.0,48.7,68.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-09-01T10:00:00Z,v1.0-india-mopsw
2022-09-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.563,3563000,64264,1068900,2494100,131,17300.0,44.8,71.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-09-01T10:00:00Z,v1.0-india-mopsw
2022-09-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.64,5640000,53185,1466400,4173600,288,11983.0,73.9,77.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-09-01T10:00:00Z,v1.0-india-mopsw
2022-10-01,india-paradip,Paradip Port,Major Port - East Coast,11.677,11677000,4129,3269560,8407440,194,32031.0,43.1,79.2,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-10-01T10:00:00Z,v1.0-india-mopsw
2022-10-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,6.656,6656000,50248,2129920,4526080,199,22104.0,52.8,73.2,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-10-01T10:00:00Z,v1.0-india-mopsw
2022-10-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,3.78,3780000,45177,831600,2948400,110,27851.0,41.1,69.2,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-10-01T10:00:00Z,v1.0-india-mopsw
2022-10-01,india-chennai,Chennai Port,Major Port - East Coast,4.339,4339000,124198,1648820,2690180,162,18969.0,48.9,67.2,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-10-01T10:00:00Z,v1.0-india-mopsw
2022-10-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.435,3435000,64010,1030500,2404500,131,17401.0,45.0,70.2,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-10-01T10:00:00Z,v1.0-india-mopsw
2022-10-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.436,5436000,52937,1413360,4022640,288,12072.0,74.1,76.2,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-10-01T10:00:00Z,v1.0-india-mopsw
2022-11-01,india-paradip,Paradip Port,Major Port - East Coast,11.245,11245000,4154,3148600,8096400,194,32142.0,43.4,77.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-11-01T10:00:00Z,v1.0-india-mopsw
2022-11-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,6.407,6407000,50591,2050240,4356760,199,22191.0,53.1,71.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-11-01T10:00:00Z,v1.0-india-mopsw
2022-11-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,3.646,3646000,45547,802120,2843880,110,27952.0,41.5,67.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-11-01T10:00:00Z,v1.0-india-mopsw
2022-11-01,india-chennai,Chennai Port,Major Port - East Coast,4.174,4174000,124867,1586120,2587880,163,19049.0,49.3,65.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-11-01T10:00:00Z,v1.0-india-mopsw
2022-11-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.307,3307000,64402,992100,2314900,131,17477.0,45.4,68.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-11-01T10:00:00Z,v1.0-india-mopsw
2022-11-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.231,5231000,53222,1360060,3870940,289,12135.0,74.4,74.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-11-01T10:00:00Z,v1.0-india-mopsw
2022-12-01,india-paradip,Paradip Port,Major Port - East Coast,10.936,10936000,4220,3062080,7873920,194,32223.0,43.9,76.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-12-01T10:00:00Z,v1.0-india-mopsw
2022-12-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,6.229,6229000,51419,1993280,4235720,200,22248.0,53.6,70.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-12-01T10:00:00Z,v1.0-india-mopsw
2022-12-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,3.551,3551000,46355,781220,2769780,110,28023.0,42.0,66.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-12-01T10:00:00Z,v1.0-india-mopsw
2022-12-01,india-chennai,Chennai Port,Major Port - East Coast,4.054,4054000,126730,1540520,2513480,163,19098.0,49.7,64.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-12-01T10:00:00Z,v1.0-india-mopsw
2022-12-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.215,3215000,65410,964500,2250500,131,17523.0,45.8,67.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-12-01T10:00:00Z,v1.0-india-mopsw
2022-12-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.084,5084000,54016,1321840,3762160,289,12168.0,74.8,73.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2022-12-01T10:00:00Z,v1.0-india-mopsw
2023-01-01,india-paradip,Paradip Port,Major Port - East Coast,10.844,10844000,4313,3036320,7807680,195,32272.0,44.4,75.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-01-01T10:00:00Z,v1.0-india-mopsw
2023-01-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,6.174,6174000,52592,1975680,4198320,200,22273.0,54.1,69.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-01-01T10:00:00Z,v1.0-india-mopsw
2023-01-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,3.526,3526000,47476,775720,2750280,110,28062.0,42.5,65.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-01-01T10:00:00Z,v1.0-india-mopsw
2023-01-01,india-chennai,Chennai Port,Major Port - East Coast,4.016,4016000,129439,1526080,2489920,163,19116.0,50.2,63.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-01-01T10:00:00Z,v1.0-india-mopsw
2023-01-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.187,3187000,66856,956100,2230900,131,17537.0,46.4,66.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-01-01T10:00:00Z,v1.0-india-mopsw
2023-01-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.037,5037000,55170,1309620,3727380,290,12169.0,75.3,72.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-01-01T10:00:00Z,v1.0-india-mopsw
2023-02-01,india-paradip,Paradip Port,Major Port - East Coast,11.005,11005000,4416,3081400,7923600,195,32294.0,44.9,75.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-02-01T10:00:00Z,v1.0-india-mopsw
2023-02-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,6.264,6264000,53884,2004480,4259520,200,22272.0,54.6,69.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-02-01T10:00:00Z,v1.0-india-mopsw
2023-02-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,3.583,3583000,48706,788260,2794740,111,28074.0,43.0,65.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-02-01T10:00:00Z,v1.0-india-mopsw
2023-02-01,india-chennai,Chennai Port,Major Port - East Coast,4.071,4070999,132432,1546980,2524019,163,19107.0,50.7,63.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-02-01T10:00:00Z,v1.0-india-mopsw
2023-02-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.233,3233000,68451,969900,2263100,132,17524.0,46.9,66.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-02-01T10:00:00Z,v1.0-india-mopsw
2023-02-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.108,5108000,56446,1328080,3779920,290,12144.0,75.8,72.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-02-01T10:00:00Z,v1.0-india-mopsw
2023-03-01,india-paradip,Paradip Port,Major Port - East Coast,11.386,11386000,4507,3188080,8197920,195,32298.0,45.4,75.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-03-01T10:00:00Z,v1.0-india-mopsw
2023-03-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,6.478,6478000,55037,2072960,4405040,201,22252.0,55.0,69.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-03-01T10:00:00Z,v1.0-india-mopsw
2023-03-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,3.712,3712000,49813,816640,2895360,111,28068.0,43.5,65.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-03-01T10:00:00Z,v1.0-india-mopsw
2023-03-01,india-chennai,Chennai Port,Major Port - East Coast,4.207,4207000,135076,1598660,2608340,164,19080.0,51.2,63.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-03-01T10:00:00Z,v1.0-india-mopsw
2023-03-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.344,3344000,69867,1003200,2340800,132,17493.0,47.3,66.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-03-01T10:00:00Z,v1.0-india-mopsw
2023-03-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.281,5281000,57573,1373060,3907940,291,12100.0,76.2,72.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-03-01T10:00:00Z,v1.0-india-mopsw
2023-04-01,india-paradip,Paradip Port,Major Port - East Coast,11.897,11897000,4576,3331160,8565840,196,32295.0,45.7,76.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-04-01T10:00:00Z,v1.0-india-mopsw
2023-04-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,6.767,6767000,55910,2165440,4601560,201,22225.0,55.3,70.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-04-01T10:00:00Z,v1.0-india-mopsw
2023-04-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,3.884,3884000,50668,854480,3029520,111,28055.0,43.8,66.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-04-01T10:00:00Z,v1.0-india-mopsw
2023-04-01,india-chennai,Chennai Port,Major Port - East Coast,4.391,4391000,137030,1668580,2722420,164,19045.0,51.5,64.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-04-01T10:00:00Z,v1.0-india-mopsw
2023-04-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.492,3492000,70928,1047600,2444400,132,17455.0,47.7,67.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-04-01T10:00:00Z,v1.0-india-mopsw
2023-04-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.514,5514000,58406,1433640,4080360,291,12049.0,76.5,73.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-04-01T10:00:00Z,v1.0-india-mopsw
2023-05-01,india-paradip,Paradip Port,Major Port - East Coast,12.411,12411000,4571,3475080,8935920,196,32297.0,46.0,77.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-05-01T10:00:00Z,v1.0-india-mopsw
2023-05-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,7.057,7057000,55895,2258240,4798760,201,22204.0,55.5,71.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-05-01T10:00:00Z,v1.0-india-mopsw
2023-05-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,4.058,4058000,50720,892760,3165240,111,28047.0,44.0,67.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-05-01T10:00:00Z,v1.0-india-mopsw
2023-05-01,india-chennai,Chennai Port,Major Port - East Coast,4.576,4576000,136806,1738880,2837120,164,19016.0,51.7,65.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-05-01T10:00:00Z,v1.0-india-mopsw
2023-05-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.642,3642000,70861,1092600,2549400,132,17422.0,47.9,68.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-05-01T10:00:00Z,v1.0-india-mopsw
2023-05-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.748,5748000,58310,1494480,4253520,292,12004.0,76.6,74.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-05-01T10:00:00Z,v1.0-india-mopsw
2023-06-01,india-paradip,Paradip Port,Major Port - East Coast,11.796,11796000,4529,3302880,8493120,181,32317.0,46.0,79.3,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-06-01T10:00:00Z,v1.0-india-mopsw
2023-06-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,6.704,6704000,55412,2145280,4558720,186,22199.0,55.6,73.3,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-06-01T10:00:00Z,v1.0-india-mopsw
2023-06-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,3.862,3862000,50345,849640,3012360,102,28057.0,44.1,69.3,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-06-01T10:00:00Z,v1.0-india-mopsw
2023-06-01,india-chennai,Chennai Port,Major Port - East Coast,4.344,4344000,135438,1650720,2693280,152,19004.0,51.7,67.3,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-06-01T10:00:00Z,v1.0-india-mopsw
2023-06-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.46,3460000,70201,1038000,2422000,122,17407.0,47.9,70.3,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-06-01T10:00:00Z,v1.0-india-mopsw
2023-06-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.459,5459000,57727,1419340,4039660,269,11975.0,76.6,76.3,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-06-01T10:00:00Z,v1.0-india-mopsw
2023-07-01,india-paradip,Paradip Port,Major Port - East Coast,11.951,11951000,4462,3346280,8604720,181,32363.0,45.9,80.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-07-01T10:00:00Z,v1.0-india-mopsw
2023-07-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,6.79,6790000,54634,2172800,4617200,186,22221.0,55.4,74.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-07-01T10:00:00Z,v1.0-india-mopsw
2023-07-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,3.918,3918000,49700,861960,3056040,103,28093.0,44.0,70.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-07-01T10:00:00Z,v1.0-india-mopsw
2023-07-01,india-chennai,Chennai Port,Major Port - East Coast,4.396,4396000,133356,1670480,2725520,152,19019.0,51.6,68.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-07-01T10:00:00Z,v1.0-india-mopsw
2023-07-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.504,3504000,69170,1051200,2452800,122,17418.0,47.8,71.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-07-01T10:00:00Z,v1.0-india-mopsw
2023-07-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.527,5527000,56840,1437020,4089980,270,11973.0,76.4,77.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-07-01T10:00:00Z,v1.0-india-mopsw
2023-08-01,india-paradip,Paradip Port,Major Port - East Coast,11.869,11869000,4392,3323320,8545680,182,32439.0,45.6,81.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-08-01T10:00:00Z,v1.0-india-mopsw
