observation_date,route/corridor,origin,destination,freight_index,freight_rate,currency,unit,container/vessel type,source,source_dataset,source_url,retrieval_timestamp,license/access status,data_version
2021-12-10,route-sha-rot,Shanghai,Rotterdam,SCFI,8289.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-12-10T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-12-10,route-sha-lax,Shanghai,Los Angeles,SCFI,8463.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-12-10T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-12-10,route-rot-nyc,Rotterdam,New York,SCFI,3652.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-12-10T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-12-17,route-sha-rot,Shanghai,Rotterdam,SCFI,8218.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-12-17T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-12-17,route-sha-lax,Shanghai,Los Angeles,SCFI,8412.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-12-17T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-12-17,route-rot-nyc,Rotterdam,New York,SCFI,3670.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-12-17T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-12-24,route-sha-rot,Shanghai,Rotterdam,SCFI,8152.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-12-24T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-12-24,route-sha-lax,Shanghai,Los Angeles,SCFI,8354.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-12-24T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-12-24,route-rot-nyc,Rotterdam,New York,SCFI,3689.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-12-24T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-12-31,route-sha-rot,Shanghai,Rotterdam,SCFI,8092.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-12-31T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-12-31,route-sha-lax,Shanghai,Los Angeles,SCFI,8291.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-12-31T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-12-31,route-rot-nyc,Rotterdam,New York,SCFI,3712.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-12-31T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-01-07,route-sha-rot,Shanghai,Rotterdam,SCFI,8039.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-01-07T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-01-07,route-sha-lax,Shanghai,Los Angeles,SCFI,8226.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-01-07T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-01-07,route-rot-nyc,Rotterdam,New York,SCFI,3739.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-01-07T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-01-14,route-sha-rot,Shanghai,Rotterdam,SCFI,7994.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-01-14T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-01-14,route-sha-lax,Shanghai,Los Angeles,SCFI,8160.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-01-14T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-01-14,route-rot-nyc,Rotterdam,New York,SCFI,3771.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-01-14T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-01-21,route-sha-rot,Shanghai,Rotterdam,SCFI,7957.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-01-21T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-01-21,route-sha-lax,Shanghai,Los Angeles,SCFI,8095.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-01-21T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-01-21,route-rot-nyc,Rotterdam,New York,SCFI,3807.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-01-21T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-01-28,route-sha-rot,Shanghai,Rotterdam,SCFI,7927.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-01-28T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-01-28,route-sha-lax,Shanghai,Los Angeles,SCFI,8034.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-01-28T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-01-28,route-rot-nyc,Rotterdam,New York,SCFI,3846.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-01-28T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-02-04,route-sha-rot,Shanghai,Rotterdam,SCFI,7903.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-02-04T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-02-04,route-sha-lax,Shanghai,Los Angeles,SCFI,7978.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-02-04T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-02-04,route-rot-nyc,Rotterdam,New York,SCFI,3889.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-02-04T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-02-11,route-sha-rot,Shanghai,Rotterdam,SCFI,7882.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-02-11T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-02-11,route-sha-lax,Shanghai,Los Angeles,SCFI,7928.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-02-11T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-02-11,route-rot-nyc,Rotterdam,New York,SCFI,3934.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-02-11T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-02-18,route-sha-rot,Shanghai,Rotterdam,SCFI,7863.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-02-18T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-02-18,route-sha-lax,Shanghai,Los Angeles,SCFI,7885.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-02-18T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-02-18,route-rot-nyc,Rotterdam,New York,SCFI,3980.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-02-18T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-02-25,route-sha-rot,Shanghai,Rotterdam,SCFI,7843.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-02-25T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-02-25,route-sha-lax,Shanghai,Los Angeles,SCFI,7849.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-02-25T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-02-25,route-rot-nyc,Rotterdam,New York,SCFI,4026.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-02-25T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-03-04,route-sha-rot,Shanghai,Rotterdam,SCFI,7820.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-03-04T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-03-04,route-sha-lax,Shanghai,Los Angeles,SCFI,7820.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-03-04T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-03-04,route-rot-nyc,Rotterdam,New York,SCFI,4069.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-03-04T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-03-11,route-sha-rot,Shanghai,Rotterdam,SCFI,7791.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-03-11T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-03-11,route-sha-lax,Shanghai,Los Angeles,SCFI,7796.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-03-11T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-03-11,route-rot-nyc,Rotterdam,New York,SCFI,4109.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-03-11T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-03-18,route-sha-rot,Shanghai,Rotterdam,SCFI,7755.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-03-18T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-03-18,route-sha-lax,Shanghai,Los Angeles,SCFI,7776.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-03-18T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-03-18,route-rot-nyc,Rotterdam,New York,SCFI,4146.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-03-18T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-03-25,route-sha-rot,Shanghai,Rotterdam,SCFI,7712.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-03-25T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-03-25,route-sha-lax,Shanghai,Los Angeles,SCFI,7758.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-03-25T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-03-25,route-rot-nyc,Rotterdam,New York,SCFI,4179.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-03-25T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-04-01,route-sha-rot,Shanghai,Rotterdam,SCFI,7661.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-04-01T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-04-01,route-sha-lax,Shanghai,Los Angeles,SCFI,7739.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-04-01T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-04-01,route-rot-nyc,Rotterdam,New York,SCFI,4206.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-04-01T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-04-08,route-sha-rot,Shanghai,Rotterdam,SCFI,7602.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-04-08T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-04-08,route-sha-lax,Shanghai,Los Angeles,SCFI,7718.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-04-08T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-04-08,route-rot-nyc,Rotterdam,New York,SCFI,4230.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-04-08T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-04-15,route-sha-rot,Shanghai,Rotterdam,SCFI,7537.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-04-15T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-04-15,route-sha-lax,Shanghai,Los Angeles,SCFI,7692.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-04-15T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-04-15,route-rot-nyc,Rotterdam,New York,SCFI,4250.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-04-15T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-04-22,route-sha-rot,Shanghai,Rotterdam,SCFI,7467.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-04-22T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-04-22,route-sha-lax,Shanghai,Los Angeles,SCFI,7661.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-04-22T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-04-22,route-rot-nyc,Rotterdam,New York,SCFI,4268.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-04-22T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-04-29,route-sha-rot,Shanghai,Rotterdam,SCFI,7417.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-04-29T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-04-29,route-sha-lax,Shanghai,Los Angeles,SCFI,7464.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-04-29T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-04-29,route-rot-nyc,Rotterdam,New York,SCFI,4284.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-04-29T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-05-06,route-sha-rot,Shanghai,Rotterdam,SCFI,7226.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-05-06T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-05-06,route-sha-lax,Shanghai,Los Angeles,SCFI,7295.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-05-06T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-05-06,route-rot-nyc,Rotterdam,New York,SCFI,4300.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-05-06T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-05-13,route-sha-rot,Shanghai,Rotterdam,SCFI,7033.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-05-13T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-05-13,route-sha-lax,Shanghai,Los Angeles,SCFI,7142.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-05-13T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-05-13,route-rot-nyc,Rotterdam,New York,SCFI,4317.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-05-13T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-05-20,route-sha-rot,Shanghai,Rotterdam,SCFI,6850.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-05-20T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-05-20,route-sha-lax,Shanghai,Los Angeles,SCFI,7006.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-05-20T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-05-20,route-rot-nyc,Rotterdam,New York,SCFI,4337.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-05-20T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-05-27,route-sha-rot,Shanghai,Rotterdam,SCFI,6682.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-05-27T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-05-27,route-sha-lax,Shanghai,Los Angeles,SCFI,6879.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-05-27T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-05-27,route-rot-nyc,Rotterdam,New York,SCFI,4360.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-05-27T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-06-03,route-sha-rot,Shanghai,Rotterdam,SCFI,6533.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-06-03T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-06-03,route-sha-lax,Shanghai,Los Angeles,SCFI,6755.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-06-03T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2022-06-03,route-rot-nyc,Rotterdam,New York,SCFI,4388.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2022-06-03T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
